,x_absolute,y_absolute
487,59160.0,29972.0
488,9620.0,21657.0
489,78584.0,28139.0
490,72164.0,53487.0
491,83956.0,16785.0
492,62450.0,57997.0
493,70295.0,39932.0
494,7799.0,12691.0
495,71524.0,49716.0
496,71599.0,34330.0
497,82089.0,14954.0
498,9093.0,16535.0
499,66634.0,57629.0
500,86082.0,18780.0
501,11887.0,30428.0
502,13527.0,50084.0
503,83551.0,20015.0
504,57154.0,55826.0
505,56838.0,30918.0
506,77350.0,22369.0
507,69608.0,33346.0
508,38063.0,53505.0
509,80972.0,17126.0
510,63021.0,26896.0
511,60644.0,42844.0
512,17898.0,35296.0
513,69914.0,53793.0
514,72821.0,36207.0
515,54132.0,34335.0
516,62000.0,35482.0
517,13122.0,33980.0
518,73708.0,41605.0
519,76212.0,48171.0
520,55424.0,27495.0
521,67543.0,46312.0
522,70850.0,17193.0
523,59784.0,32860.0
524,73685.0,35026.0
525,66137.0,34807.0
526,27304.0,22270.0
527,82289.0,9883.0
528,64632.0,37274.0
529,71043.0,29457.0
530,62552.0,52465.0
531,80712.0,46130.0
532,69808.0,34935.0
533,13757.0,36153.0
534,13078.0,32377.0
535,76219.0,47420.0
536,78968.0,50652.0
537,68933.0,53398.0
538,37899.0,60427.0
539,62459.0,42312.0
540,12641.0,30005.0
541,70057.0,22824.0
542,68128.0,60460.0
543,80069.0,35096.0
544,66068.0,30463.0
545,54401.0,34320.0
546,60217.0,44270.0
547,73174.0,44571.0
548,78911.0,38072.0
549,61695.0,36748.0
550,73153.0,49101.0
551,31165.0,56518.0
552,65749.0,34764.0
553,62930.0,39352.0
554,75764.0,32923.0
555,9981.0,26441.0
556,9498.0,53508.0
557,72220.0,34574.0
558,80129.0,15164.0
559,77271.0,31051.0
560,65007.0,25300.0
561,59471.0,46720.0
562,58713.0,37655.0
563,71959.0,54391.0
564,63918.0,32837.0
565,13722.0,35723.0
566,47483.0,55283.0
567,67267.0,41159.0
568,73854.0,28323.0
569,78759.0,49930.0
570,62494.0,53077.0
571,38838.0,15228.0
572,60045.0,38143.0
573,67635.0,36920.0
574,9398.0,28888.0
575,35033.0,14377.0
576,68679.0,53049.0
577,70642.0,36890.0
578,73335.0,20820.0
579,65347.0,60198.0
580,68259.0,46915.0
581,63383.0,50073.0
582,13514.0,24058.0
583,74239.0,19341.0
584,71176.0,59997.0
585,85955.0,17377.0
586,69916.0,43306.0
587,81557.0,15006.0
588,78475.0,50234.0
589,59721.0,16812.0
590,57087.0,40815.0
591,69556.0,27733.0
592,68496.0,56680.0
593,64617.0,33376.0
594,19148.0,35327.0
595,63083.0,32277.0
596,73122.0,46936.0
597,8932.0,25089.0
598,64431.0,56474.0
599,77236.0,28502.0
600,56677.0,41869.0
601,65552.0,47196.0
602,9861.0,30052.0
603,76853.0,27490.0
604,69575.0,31740.0
605,30975.0,56086.0
606,60270.0,32852.0
607,82230.0,17892.0
608,14416.0,34331.0
609,72661.0,19233.0
610,13333.0,25733.0
611,77331.0,48358.0
612,59408.0,34765.0
613,14168.0,39417.0
614,69814.0,21755.0
615,65299.0,62776.0
616,82921.0,49291.0
617,61403.0,60694.0
618,14016.0,39402.0
619,57297.0,45974.0
620,72563.0,56338.0
621,80439.0,32988.0
622,77211.0,22776.0
623,35198.0,54269.0
624,12843.0,32312.0
625,78964.0,39823.0
626,70450.0,46274.0
627,10668.0,47977.0
628,21163.0,40476.0
629,10316.0,4432.0
630,74022.0,32748.0
631,66263.0,57523.0
632,66026.0,32844.0
633,80359.0,36839.0
634,69585.0,31989.0
635,68474.0,39997.0
636,13848.0,28714.0
637,85957.0,16883.0
638,10960.0,27033.0
639,59107.0,41283.0
640,9515.0,29323.0
641,64727.0,42639.0
642,63332.0,43203.0
643,60668.0,36166.0
644,74029.0,40637.0
645,83304.0,16894.0
646,51788.0,39172.0
647,69104.0,36446.0
648,61295.0,46128.0
649,67778.0,62680.0
650,67404.0,48846.0
651,74017.0,27207.0
652,63189.0,61443.0
653,64664.0,34257.0
654,80754.0,32092.0
655,61362.0,37145.0
656,72471.0,40542.0
657,74384.0,26802.0
658,13482.0,15593.0
659,54580.0,35761.0
660,56267.0,30814.0
661,80539.0,46266.0
662,72380.0,57852.0
663,78482.0,36941.0
664,68591.0,58740.0
665,77726.0,18089.0
666,28913.0,61006.0
667,10011.0,55776.0
668,31156.0,56796.0
669,59622.0,17037.0
670,70430.0,41380.0
671,65578.0,43396.0
672,77114.0,34624.0
673,64691.0,53175.0
674,78436.0,38313.0
675,78552.0,39204.0
676,77632.0,21449.0
677,69960.0,32707.0
678,78127.0,25294.0
679,7497.0,13823.0
680,73415.0,33196.0
681,73198.0,39205.0
682,71427.0,50411.0
683,69738.0,53783.0
684,34226.0,61949.0
685,47832.0,38774.0
686,50872.0,38764.0
687,79322.0,51474.0
688,58595.0,52982.0
689,14803.0,33982.0
690,64840.0,32255.0
691,72152.0,20836.0
692,72713.0,35248.0
693,68787.0,50781.0
694,69556.0,31218.0
695,63860.0,34339.0
696,61100.0,59893.0
697,64261.0,6330.0
698,82251.0,50584.0
699,67295.0,33901.0
700,77823.0,48084.0
701,67729.0,54673.0
702,69513.0,34499.0
703,55447.0,55289.0
704,83094.0,16429.0
705,24308.0,38931.0
706,76793.0,39997.0
707,49035.0,38801.0
708,55203.0,34663.0
709,9381.0,29238.0
710,54115.0,31524.0
711,63964.0,38316.0
712,70182.0,29461.0
713,64359.0,44841.0
714,34770.0,60269.0
715,24218.0,21643.0
716,59798.0,31961.0
717,67871.0,44851.0
718,71720.0,49789.0
719,6913.0,8501.0
720,69754.0,28104.0
721,78628.0,16533.0
722,62399.0,24711.0
723,14060.0,26167.0
724,82248.0,46862.0
725,37427.0,52064.0
726,68204.0,56520.0
727,64933.0,22164.0
728,65287.0,42819.0
729,62445.0,38923.0
730,77011.0,25785.0
731,11409.0,48949.0
732,78051.0,32330.0
733,83419.0,12223.0
734,66543.0,55620.0
735,7658.0,16225.0
736,76158.0,31319.0
737,68314.0,33207.0
738,60961.0,14331.0
739,66314.0,60100.0
740,80863.0,32260.0
741,78023.0,22683.0
742,14934.0,49979.0
743,71927.0,40151.0
744,7044.0,14748.0
745,71620.0,58202.0
746,52451.0,32102.0
747,74886.0,23902.0
748,80953.0,48768.0
749,68040.0,33722.0
750,77748.0,44759.0
751,77355.0,28837.0
752,18587.0,40898.0
753,61746.0,36135.0
754,61054.0,52487.0
755,55630.0,37763.0
756,9048.0,15945.0
757,78486.0,38478.0
758,59336.0,44266.0
759,76474.0,47463.0
760,77096.0,36416.0
761,66659.0,32339.0
762,11870.0,26337.0
763,11651.0,25914.0
764,57034.0,41627.0
765,81650.0,19707.0
766,33679.0,60338.0
767,72010.0,43671.0
768,70880.0,47639.0
769,80264.0,27962.0
770,8997.0,25268.0
771,15371.0,51035.0
772,10190.0,25580.0
773,68022.0,21606.0
774,10568.0,56205.0
775,86158.0,17809.0
776,60523.0,54785.0
777,62000.0,53068.0
778,32367.0,31384.0
779,12511.0,26338.0
780,64818.0,20682.0
781,78807.0,25885.0
782,65379.0,38800.0
783,70880.0,37885.0
784,34899.0,54886.0
785,61647.0,36123.0
786,72645.0,42698.0
787,72287.0,33876.0
788,79800.0,32263.0
789,17204.0,37453.0
790,54554.0,31866.0
791,68296.0,51223.0
792,66904.0,19000.0
793,71618.0,45703.0
794,57560.0,30774.0
795,13220.0,31141.0
796,73923.0,18879.0
797,73222.0,32310.0
798,63012.0,54418.0
799,60707.0,40095.0
800,77337.0,24774.0
801,77994.0,27550.0
802,66917.0,57784.0
803,62635.0,33330.0
804,82707.0,19246.0
805,13901.0,32519.0
806,11752.0,21789.0
807,12496.0,32662.0
808,72527.0,34320.0
809,82695.0,21444.0
810,18955.0,46231.0
811,80017.0,30481.0
812,57703.0,49113.0
813,71427.0,52107.0
814,10824.0,24751.0
815,12153.0,25558.0
816,56697.0,34991.0
817,64064.0,35152.0
818,76842.0,44489.0
819,57359.0,40536.0
820,33144.0,59763.0
821,65997.0,25516.0
822,28635.0,44000.0
823,10654.0,28889.0
824,60973.0,43280.0
825,64014.0,61848.0
826,78261.0,26187.0
827,47764.0,41711.0
828,20692.0,3423.0
829,67598.0,41370.0
830,23604.0,51586.0
831,65017.0,34292.0
832,12592.0,33131.0
833,80397.0,47723.0
834,69280.0,33281.0
835,72212.0,32946.0
836,74432.0,38841.0
837,55815.0,13963.0
838,66765.0,47875.0
839,73245.0,21024.0
840,71148.0,52860.0
841,64716.0,42553.0
842,8113.0,22904.0
843,6262.0,14798.0
844,67499.0,35024.0
845,66746.0,60960.0
846,56690.0,30769.0
847,11712.0,25587.0
848,69056.0,34017.0
849,83088.0,21010.0
850,78428.0,36034.0
851,61570.0,50322.0
852,78422.0,52572.0
853,67357.0,30184.0
854,70612.0,27255.0
855,54565.0,33788.0
856,69595.0,29891.0
857,40689.0,24539.0
858,78366.0,18965.0
859,5849.0,9560.0
860,54130.0,32573.0
861,69280.0,30324.0
862,72597.0,56977.0
863,66062.0,40132.0
864,75035.0,45173.0
865,77728.0,34123.0
866,74108.0,41313.0
867,63013.0,57408.0
868,9797.0,27540.0
869,64695.0,20778.0
870,62888.0,43530.0
871,66914.0,25545.0
872,47094.0,38393.0
873,81171.0,13203.0
874,67452.0,29964.0
875,67790.0,40437.0
876,33108.0,55160.0
877,30320.0,34718.0
878,76237.0,35982.0
879,71749.0,54744.0
880,13937.0,34661.0
881,66440.0,19386.0
882,9936.0,21755.0
883,19941.0,40054.0
884,71126.0,24173.0
885,10791.0,27938.0
886,12114.0,22671.0
887,70759.0,54633.0
888,11268.0,32360.0
889,74975.0,45970.0
890,57570.0,36398.0
891,64995.0,33720.0
892,62852.0,23966.0
893,78381.0,35030.0
894,16034.0,50270.0
895,74844.0,42155.0
896,71325.0,49441.0
897,67618.0,38137.0
898,72365.0,19463.0
899,67329.0,23862.0
900,67637.0,27673.0
901,61249.0,59548.0
902,74193.0,34325.0
903,60113.0,40310.0
904,65203.0,25035.0
905,20933.0,3287.0
906,13148.0,29497.0
907,77984.0,21332.0
908,57204.0,39216.0
909,72775.0,49969.0
910,82840.0,48972.0
911,13605.0,48097.0
912,61174.0,40498.0
913,66595.0,32138.0
914,68611.0,41410.0
915,64758.0,22333.0
916,75698.0,28664.0
917,60335.0,60572.0
918,67011.0,40645.0
919,13897.0,33726.0
920,61753.0,46769.0
921,70122.0,43553.0
922,61861.0,55229.0
923,79357.0,46913.0
924,42372.0,25427.0
925,60150.0,41648.0
926,12444.0,47906.0
927,82310.0,47465.0
928,41450.0,24023.0
929,47984.0,54372.0
930,63285.0,42254.0
931,68504.0,61684.0
932,70719.0,40469.0
933,67563.0,33420.0
934,64682.0,58485.0
935,23446.0,40618.0
936,11063.0,28075.0
937,57288.0,34360.0
938,75824.0,18368.0
939,65401.0,20266.0
940,13843.0,34483.0
941,69548.0,59629.0
942,59620.0,32991.0
943,66114.0,44296.0
944,76994.0,44533.0
945,64296.0,31864.0
946,67411.0,45733.0
947,77920.0,40324.0
948,22780.0,14531.0
949,73170.0,23153.0
950,58006.0,36540.0
951,62281.0,31804.0
952,38269.0,50080.0
953,6237.0,12708.0
954,64591.0,56048.0
955,58448.0,51957.0
956,64052.0,43035.0
957,62898.0,52178.0
958,26454.0,55959.0
959,73097.0,33551.0
960,68346.0,44055.0
961,80214.0,24833.0
962,63776.0,25587.0
963,79356.0,37192.0
964,10740.0,28049.0
965,62461.0,52698.0
966,67434.0,30769.0
967,61186.0,56156.0
968,69774.0,46362.0
969,67196.0,22435.0
970,70277.0,44116.0
971,6256.0,14444.0
972,14312.0,55405.0
973,68406.0,39976.0
974,69786.0,43058.0
975,61965.0,47284.0
976,69686.0,40546.0
977,14198.0,31695.0
978,71447.0,31674.0
979,7671.0,10588.0
980,67255.0,61848.0
981,12780.0,26365.0
982,36632.0,18140.0
983,59669.0,56643.0
984,78005.0,34695.0
985,61112.0,16748.0
986,59453.0,42550.0
987,65903.0,21930.0
988,53564.0,28998.0
989,18321.0,48603.0
990,64677.0,36270.0
991,75795.0,46844.0
992,13614.0,32617.0
993,54232.0,31328.0
994,67486.0,37221.0
995,9401.0,30468.0
996,38056.0,51861.0
997,73138.0,32145.0
998,69303.0,39604.0
999,58771.0,35429.0
1000,11977.0,31316.0
1001,8191.0,30493.0
1002,71834.0,53360.0
1003,57560.0,32643.0
1004,56756.0,33769.0
1005,76146.0,41650.0
1006,11889.0,26128.0
1007,36286.0,27411.0
1008,63887.0,39013.0
1009,72657.0,48530.0
1010,77792.0,41432.0
1011,79001.0,29015.0
1012,68988.0,33164.0
1013,58778.0,30627.0
1014,62417.0,31302.0
1015,78189.0,30185.0
1016,9380.0,26068.0
1017,84195.0,17054.0
1018,13779.0,39649.0
1019,77541.0,19870.0
1020,78041.0,31251.0
1021,76541.0,24113.0
1022,87308.0,13055.0
1023,81628.0,47631.0
1024,8174.0,11624.0
1025,81268.0,16712.0
1026,58526.0,38316.0
1027,73242.0,50113.0
1028,63050.0,39676.0
1029,79646.0,44017.0
1030,63806.0,7335.0
1031,61344.0,54346.0
1032,80347.0,33883.0
1033,66859.0,29924.0
1034,13403.0,49302.0
1035,59807.0,32020.0
1036,80126.0,30314.0
1037,79526.0,41868.0
1038,79684.0,34423.0
1039,65374.0,33891.0
1040,72166.0,20556.0
1041,12737.0,33732.0
1042,80962.0,18714.0
1043,34497.0,60054.0
1044,78178.0,37922.0
1045,67041.0,46936.0
1046,78873.0,49159.0
1047,79508.0,48551.0
1048,59818.0,11021.0
1049,65578.0,30775.0
1050,82442.0,49323.0
1051,78107.0,32575.0
1052,75696.0,47711.0
1053,49665.0,7934.0
1054,12008.0,32311.0
1055,72957.0,35336.0
1056,66884.0,22553.0
1057,72458.0,42172.0
1058,78967.0,35234.0
1059,71562.0,54745.0
1060,62444.0,51888.0
1061,68207.0,58029.0
1062,12273.0,48609.0
1063,69540.0,53473.0
1064,69198.0,61848.0
1065,56772.0,38808.0
1066,12640.0,32932.0
1067,61286.0,53676.0
1068,63822.0,37850.0
1069,55073.0,37427.0
1070,10461.0,46760.0
1071,12532.0,34615.0
1072,57116.0,40818.0
1073,80132.0,32243.0
1074,87752.0,15748.0
1075,72176.0,55407.0
1076,79633.0,32961.0
1077,66303.0,47647.0
1078,60638.0,53896.0
1079,10847.0,30126.0
1080,63776.0,56374.0
1081,61372.0,43533.0
1082,30772.0,7280.0
1083,76583.0,25088.0
1084,70210.0,63044.0
1085,70470.0,53400.0
1086,80775.0,18143.0
1087,24878.0,54305.0
1088,69442.0,57936.0
1089,33584.0,27023.0
1090,67328.0,43296.0
1091,69548.0,50386.0
1092,76248.0,27882.0
1093,31730.0,56936.0
1094,81774.0,20112.0
1095,58395.0,54511.0
1096,87526.0,19394.0
1097,79998.0,40870.0
1098,73431.0,43782.0
1099,81788.0,46830.0
1100,63668.0,52612.0
1101,66806.0,34320.0
1102,65110.0,29360.0
1103,62442.0,32602.0
1104,73905.0,39262.0
1105,15605.0,40694.0
1106,63864.0,50949.0
1107,62048.0,56547.0
1108,10523.0,53315.0
1109,78293.0,44223.0
1110,64314.0,55622.0
1111,37158.0,53853.0
1112,64939.0,56640.0
1113,66320.0,19434.0
1114,59452.0,37372.0
1115,77952.0,22047.0
1116,66456.0,54545.0
1117,67776.0,19251.0
1118,55773.0,35224.0
1119,68285.0,43008.0
1120,11752.0,31670.0
1121,62681.0,51144.0
1122,80837.0,18475.0
1123,60016.0,55769.0
1124,72886.0,61120.0
1125,16680.0,39084.0
1126,62969.0,53092.0
1127,11712.0,25991.0
1128,73466.0,19056.0
1129,14220.0,48723.0
1130,74057.0,23148.0
1131,64313.0,60526.0
1132,64332.0,58967.0
1133,32850.0,9524.0
1134,14980.0,34424.0
1135,50852.0,50338.0
1136,80837.0,33579.0
1137,69752.0,31656.0
1138,17781.0,46086.0
1139,42105.0,25313.0
1140,13729.0,31718.0
1141,68688.0,32429.0
1142,27454.0,38316.0
1143,69298.0,36907.0
1144,68752.0,56593.0
1145,78903.0,47462.0
1146,65108.0,56079.0
1147,80568.0,49860.0
1148,46124.0,38626.0
1149,23007.0,41523.0
