,x_absolute,y_absolute
1150,62077.0,58070.0
1151,53577.0,30478.0
1152,43109.0,35443.0
1153,85407.0,16899.0
1154,8645.0,13413.0
1155,85894.0,16185.0
1156,70013.0,58311.0
1157,62444.0,35181.0
1158,69234.0,30298.0
1159,31854.0,28024.0
1160,8981.0,27340.0
1161,70113.0,51123.0
1162,81205.0,16741.0
1163,75559.0,46133.0
1164,57877.0,46628.0
1165,77710.0,36540.0
1166,63792.0,47640.0
1167,15317.0,51721.0
1168,85127.0,21858.0
1169,8630.0,29185.0
1170,69124.0,45503.0
1171,77318.0,34849.0
1172,72631.0,52480.0
1173,74448.0,28117.0
1174,65314.0,34526.0
1175,8623.0,7776.0
1176,63834.0,41999.0
1177,26497.0,34275.0
1178,82001.0,15875.0
1179,57589.0,40473.0
1180,76761.0,35282.0
1181,65472.0,52120.0
1182,36672.0,27216.0
1183,78428.0,20528.0
1184,71825.0,56948.0
1185,57699.0,33459.0
1186,78194.0,31706.0
1187,64173.0,32676.0
1188,69739.0,59184.0
1189,75328.0,21437.0
1190,67775.0,37738.0
1191,78872.0,43809.0
1192,70794.0,59881.0
1193,64251.0,54621.0
1194,83006.0,23482.0
1195,5559.0,11797.0
1196,24201.0,43104.0
1197,80243.0,49175.0
1198,23948.0,38910.0
1199,64282.0,36303.0
1200,67378.0,25912.0
1201,65148.0,41213.0
1202,59100.0,30057.0
1203,35507.0,53351.0
1204,67214.0,45459.0
1205,55340.0,40061.0
1206,75481.0,35339.0
1207,76671.0,36747.0
1208,80675.0,50770.0
1209,41601.0,26401.0
1210,83756.0,20299.0
1211,23164.0,21512.0
1212,81984.0,48439.0
1213,60264.0,37412.0
1214,58433.0,31577.0
1215,12674.0,30062.0
1216,56538.0,41268.0
1217,62466.0,45656.0
1218,11670.0,26142.0
1219,70128.0,38804.0
1220,30161.0,32107.0
1221,59079.0,37017.0
1222,14695.0,30634.0
1223,65469.0,26107.0
1224,54492.0,25839.0
1225,11043.0,51409.0
1226,74737.0,17553.0
1227,81844.0,20614.0
1228,59355.0,34872.0
1229,78428.0,28852.0
1230,48270.0,54778.0
1231,59819.0,35846.0
1232,64171.0,29475.0
1233,61664.0,52120.0
1234,70101.0,20112.0
1235,73437.0,59432.0
1236,70249.0,41872.0
1237,85532.0,17042.0
1238,76674.0,44421.0
1239,79316.0,49465.0
1240,11930.0,22418.0
1241,79900.0,35031.0
1242,70880.0,31391.0
1243,64220.0,25440.0
1244,11130.0,49336.0
1245,68385.0,34971.0
1246,79782.0,33876.0
1247,80761.0,49468.0
1248,37879.0,53857.0
1249,54304.0,28251.0
1250,63113.0,7297.0
1251,80204.0,17868.0
1252,73516.0,28660.0
1253,70436.0,54099.0
1254,14454.0,39574.0
1255,67899.0,26328.0
1256,73507.0,47659.0
1257,77988.0,35192.0
1258,79790.0,31977.0
1259,59375.0,40534.0
1260,12334.0,27157.0
1261,9947.0,29308.0
1262,10819.0,48761.0
1263,73549.0,37807.0
1264,35491.0,27930.0
1265,18469.0,45499.0
1266,57461.0,38957.0
1267,60707.0,38995.0
1268,82469.0,20698.0
1269,13141.0,24875.0
1270,11402.0,27956.0
1271,61892.0,40113.0
1272,68668.0,29512.0
1273,55894.0,36599.0
1274,62838.0,43668.0
1275,72084.0,60205.0
1276,63032.0,5996.0
1277,69125.0,32138.0
1278,58126.0,53137.0
1279,13528.0,28347.0
1280,13846.0,34278.0
1281,40579.0,44655.0
1282,66588.0,49020.0
1283,82391.0,47666.0
1284,72227.0,53075.0
1285,76665.0,35833.0
1286,75591.0,49670.0
1287,63553.0,28826.0
1288,61595.0,55636.0
1289,62452.0,57439.0
1290,67116.0,45751.0
1291,14183.0,34086.0
1292,9667.0,25262.0
1293,78574.0,37387.0
1294,77764.0,20578.0
1295,58004.0,38523.0
1296,58686.0,11115.0
1297,80620.0,32144.0
1298,66924.0,60072.0
1299,64840.0,37022.0
1300,9069.0,16454.0
1301,69573.0,36127.0
1302,80311.0,45927.0
1303,59379.0,47044.0
1304,11439.0,31778.0
1305,56680.0,41201.0
1306,11788.0,25556.0
1307,58197.0,32583.0
1308,71768.0,41098.0
1309,73198.0,42255.0
1310,77745.0,27118.0
1311,61557.0,23945.0
1312,23602.0,23377.0
1313,71796.0,49862.0
1314,11458.0,29026.0
1315,77046.0,41424.0
1316,47501.0,41464.0
1317,68149.0,37114.0
1318,76014.0,30970.0
1319,77767.0,20922.0
1320,86795.0,17644.0
1321,62859.0,52153.0
1322,76774.0,46451.0
1323,62572.0,60769.0
1324,78468.0,29701.0
1325,64496.0,33512.0
1326,64653.0,38688.0
1327,54039.0,30364.0
1328,70941.0,28827.0
1329,72870.0,20760.0
1330,52754.0,32100.0
1331,80939.0,17892.0
1332,36621.0,42957.0
1333,13400.0,31637.0
1334,14695.0,40217.0
1335,55835.0,39875.0
1336,54465.0,35001.0
1337,79575.0,30736.0
1338,9820.0,49133.0
1339,75937.0,48209.0
1340,69118.0,43390.0
1341,72694.0,31342.0
1342,72651.0,28531.0
1343,82586.0,9901.0
1344,67909.0,32301.0
1345,12067.0,30334.0
1346,79798.0,31212.0
1347,86904.0,13753.0
1348,32256.0,23239.0
1349,41453.0,26773.0
1350,58559.0,32294.0
1351,85631.0,21367.0
1352,7030.0,17139.0
1353,65552.0,31891.0
1354,12444.0,49305.0
1355,62459.0,53030.0
1356,21715.0,26458.0
1357,63984.0,32456.0
1358,69992.0,32720.0
1359,81092.0,15524.0
1360,8511.0,17409.0
1361,68647.0,55350.0
1362,68296.0,44303.0
1363,78441.0,21494.0
1364,73111.0,41253.0
1365,80204.0,40859.0
1366,58399.0,38901.0
1367,77096.0,30099.0
1368,29025.0,34957.0
1369,69058.0,33111.0
1370,9440.0,48660.0
1371,62472.0,44325.0
1372,66759.0,54144.0
1373,71483.0,34962.0
1374,13585.0,25195.0
1375,59722.0,43697.0
1376,43095.0,22642.0
1377,65150.0,33687.0
1378,59767.0,41738.0
1379,57578.0,47324.0
1380,11556.0,49848.0
1381,60545.0,31232.0
1382,76693.0,46152.0
1383,80503.0,30842.0
1384,61556.0,44036.0
1385,12004.0,49052.0
1386,64419.0,45679.0
1387,66541.0,46579.0
1388,9794.0,19151.0
1389,76005.0,22808.0
1390,68416.0,41186.0
1391,68800.0,44194.0
1392,77325.0,43991.0
1393,70538.0,52047.0
1394,52676.0,32026.0
1395,34834.0,62189.0
1396,18380.0,48188.0
1397,13471.0,26261.0
1398,74432.0,29156.0
1399,67616.0,32836.0
1400,15896.0,31451.0
1401,9671.0,30458.0
1402,47132.0,53880.0
1403,75885.0,28347.0
1404,84238.0,15229.0
1405,59031.0,29775.0
1406,7272.0,17284.0
1407,84594.0,18336.0
1408,23899.0,55192.0
1409,55334.0,37501.0
1410,65955.0,43644.0
1411,13674.0,29661.0
1412,12002.0,30096.0
1413,76172.0,30152.0
1414,72306.0,40355.0
1415,64291.0,28867.0
1416,69482.0,44277.0
1417,7399.0,17570.0
1418,63060.0,24552.0
1419,57560.0,33587.0
1420,48720.0,41022.0
1421,67712.0,56481.0
1422,73270.0,36960.0
1423,73734.0,41907.0
1424,59780.0,53812.0
1425,11722.0,48044.0
1426,9176.0,22997.0
1427,72763.0,51667.0
1428,37579.0,52525.0
1429,71065.0,32816.0
1430,77580.0,17626.0
1431,68358.0,32323.0
1432,37116.0,55616.0
1433,75147.0,19338.0
1434,78363.0,54157.0
1435,65256.0,20494.0
1436,62299.0,45341.0
1437,12059.0,29984.0
1438,70386.0,60865.0
1439,71493.0,26772.0
1440,8679.0,23233.0
1441,7140.0,17932.0
1442,56052.0,40476.0
1443,65544.0,58385.0
1444,64127.0,48550.0
1445,63283.0,49416.0
1446,83731.0,16653.0
1447,58356.0,31772.0
1448,69490.0,43231.0
1449,13593.0,26433.0
1450,84804.0,17685.0
